einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;51401;042;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;126;6873;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;51701;042;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;126;9875;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;51801;042;Mieten und Pachten;ja;126;2332;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;51901;042;Unterhaltung der Grundstücke und baulichen Anlagen;ja;126;200;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;52501;042;Aus- und Fortbildung;ja;126;2232;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;52701;042;Dienstreisen;ja;126;8672;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;53201;042;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;126;11042;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;53202;042;Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT);ja;127;1123;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;53203;042;Sonstige Dienstleistungsaufträge an Dritte;ja;127;2440;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;53999;042;Vermischte Verwaltungsausgaben;ja;127;460;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;54401;042;Forschung, Untersuchungen und Ähnliches;ja;127;4649;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;68108;142;Studienbeihilfen für Nachwuchskräfte geringeren Umfangs;ja;127;0;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;68701;042;Unterstützungsmaßnahmen für ausländische Polizeien zur Bekämpfung der organisierten Kriminalität und des internationalen Terrorismus Ausland;ja;127;1365;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;71101;042;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;127;800;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;71201;042;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;128;5566;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;81101;042;Erwerb von Fahrzeugen;ja;128;4635;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;81201;042;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;128;3435;;
06;Bundesministerium des Innern;A;;0624;Bundeskriminalamt;81202;042;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;128;28504;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;11101;042;Gebühren, sonstige Entgelte; ;132;3250;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;11102;042;Luftsicherheitsgebühr; ;132;439454;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;11103;042;Erstattungen für Einsätze der Bundespolizei nach § 11 Abs. 1 BPolG, bei Katastrophen, Unglücks- und Notfällen sowie Unterstützungsleistungen und sonstige Hilfsmaßnahmen; ;132;0;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;11201;042;Geldstrafen, Geldbußen und Gerichtskosten; ;132;3800;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;11902;042;Erstattung der Bundesbank für den Objektschutz durch die Bundespolizei; ;132;18857;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;11999;042;Vermischte Einnahmen; ;132;2200;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;12401;042;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;132;50;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0625;Bundespolizei;13201;042;Erlöse aus der Veräußerung von beweglichen Sachen; ;133;1000;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0625;Bundespolizei;23201;042;Entgelte für die Teilnahme von bundespolizeifremden Angehörigen öffentlicher Verwaltungen an Aus- und Fortbildungslehrgängen der Bundespolizeiakademie; ;133;400;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0625;Bundespolizei;27201;042;Zuschüsse der Europäischen Union und der Vereinten Nationen; ;133;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0625;Bundespolizei;27202;042;Einnahmen aus Zuschüssen des Außengrenzenfonds der Europäischen Union; ;134;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0625;Bundespolizei;27203;042;Einnahmen aus Zuschüssen des Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union; ;134;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0625;Bundespolizei;28101;042;Entgelte für die Teilnahme von bundespolizeifremden Angehörigen öffentlicher Verwaltungen an Aus- und Fortbildungslehrgängen des Maritimen Schulungs- und Trainingszentrums; ;134;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0625;Bundespolizei;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;134;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0625;Bundespolizei;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;134;0;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0625;Bundespolizei;51802;042;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;135;146064;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0625;Bundespolizei;53204;042;Verwendung, Einsätze und Maßnahmen der Bundespolizei außerhalb des Bundesgebiets;nein;137;18610;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0625;Bundespolizei;53205;042;Kosten im Zusammenhang mit Projekten der Europäischen Union und der Vereinten Nationen;nein;138;0;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0625;Bundespolizei;68401;042;Zuschüsse für Projekte aus dem Außengrenzenfonds der Europäischen Union;nein;138;0;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0625;Bundespolizei;68501;042;Zuschüsse für Projekte aus dem Fonds für Innere Sicherheit (ISF Grenzen) der Europäischen Union;nein;138;0;;
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0625;Bundespolizei;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;138;0;;
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0625;Bundespolizei;51122;042;Unterhaltung von Luftsicherheitskontrollgerät;nein;139;22200;02;Fluggast- und Reisegepäckkontrollen gem. § 5  LuftSiG
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0625;Bundespolizei;67121;042;Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle;nein;139;358304;02;Fluggast- und Reisegepäckkontrollen gem. § 5  LuftSiG
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0625;Bundespolizei;81223;042;Erwerb von Kontrollgerät für Luftsicherheit;nein;139;40200;02;Fluggast- und Reisegepäckkontrollen gem. § 5  LuftSiG
06;Bundesministerium des Innern;A;;0625;Bundespolizei;42201;042;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;140;1432234;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;42202;042;Bezüge und Nebenleistungen der beamteten Hilfskräfte;ja;140;0;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;42203;042;Bezüge der Anwärterinnen und Anwärter sowie Nebenleistungen der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst;ja;140;40394;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;42709;042;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;140;9164;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;42801;042;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;140;315536;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;45101;042;Zuschüsse an Kantineneinrichtungen Dritter;ja;140;245;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;45301;042;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;141;33328;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51101;042;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;141;47072;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51401;042;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;141;68304;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51701;042;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;141;50174;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51702;042;Kosten für die Bewachung von Dienstgebäuden;ja;142;5700;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51801;042;Mieten und Pachten;ja;142;5075;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51901;042;Unterhaltung der Grundstücke und baulichen Anlagen;ja;142;3647;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;52501;042;Aus- und Fortbildung;ja;142;6324;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;52701;042;Dienstreisen;ja;142;35324;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;52704;042;Dienstreisekosten für Flugsicherheitsbegleiter der Bundespolizei und im Zusammenhang mit der Rückführung ausreisepflichtiger Ausländer;ja;142;8660;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;53201;042;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;142;4430;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;53202;042;Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT);ja;142;720;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;53999;042;Vermischte Verwaltungsausgaben;ja;143;12316;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;54401;042;Forschung, Untersuchungen und Ähnliches;ja;143;0;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;67103;042;Ausgaben im Zusammenhang mit Sicherungsmaßnahmen auf den Verkehrsflughäfen;ja;143;3500;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;67104;042;Erstattungen von Selbstkosten gemäß § 62 BPolG und § 8 LuftSiG;ja;143;40226;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;68108;042;Studienbeihilfen für Nachwuchskräfte geringeren Umfangs;ja;143;20;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;68409;042;Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs;ja;143;10;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;68709;042;Mitgliedsbeiträge und sonstige Zuschüsse für laufende Zwecke im Ausland geringeren Umfangs;ja;144;3;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;71101;042;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;144;14760;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;71201;042;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;145;0;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;81101;042;Erwerb von Fahrzeugen;ja;145;27756;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;81105;042;Erwerb von Luftfahrzeugen;ja;146;36700;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;81106;042;Erwerb von Seefahrzeugen;ja;146;51750;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;81201;042;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;146;22302;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;81202;042;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;147;20793;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;81204;042;Erwerb von Waffen und Gerät;ja;147;24602;;
06;Bundesministerium des Innern;A;;0625;Bundespolizei;44313;840;Kosten der Heilfürsorge;ja;148;37320;01;Sanitätswesen und Heilfürsorge
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51111;042;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;148;100;01;Sanitätswesen und Heilfürsorge
06;Bundesministerium des Innern;A;;0625;Bundespolizei;51411;042;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;148;7300;01;Sanitätswesen und Heilfürsorge
06;Bundesministerium des Innern;A;;0625;Bundespolizei;81213;042;Erwerb von Sanitätsgerät;ja;148;300;01;Sanitätswesen und Heilfürsorge
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0626;Bundesamt für Verfassungsschutz;54101;047;Zuschuss an das Bundesamt für Verfassungsschutz;nein;150;260545;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;11999;045;Vermischte Einnahmen; ;152;100;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;13201;045;Erlöse aus der Veräußerung von beweglichen Sachen; ;152;10;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;27209;045;Einnahmen aus Zuschüssen der Europäischen Union; ;152;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;28101;045;Sonstige Erstattungen aus dem Inland; ;152;5122;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;153;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;153;0;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;51802;045;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;153;3863;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53101;045;Rückbau von Anlagen der unabhängigen Löschwasserversorgung;nein;153;0;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53204;045;Vorbereitung und Durchführung der länderübergreifenden Krisenmanagementübung LÜKEX;nein;154;200;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53205;045;Bewirtschaftung und Unterhaltung sowie Rückabwicklung von öffentlichen Schutzräumen;nein;154;910;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;54601;045;Internationale Zusammenarbeit im Bevölkerungsschutz;nein;154;80;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;63201;045;Auslandseinsätze im Rahmen des Gemeinschaftsverfahrens für Katastrophenschutz auf europäischer Ebene und im besonderen Interesse des Bundes;nein;154;0;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;68102;045;Erstattung von Schadenersatzleistungen an Dritte sowie Erstattung von Unfallversicherungsleistungen;nein;154;202;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;68402;045;Förderung des Ehrenamtes im Bevölkerungsschutz;nein;155;500;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;68403;045;Förderung des Selbstschutzes;nein;155;50;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;68404;045;Ausbildung der Bevölkerung in Selbsthilfemaßnahmen;nein;155;3700;;
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;98101;890;Leistungen an Bundesbehörden zur Durchführung von Aufträgen;nein;155;0;;
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;155;0;;
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53244;045;Ausgaben auf Standortebene;nein;156;6286;04;Katastrophenschutz
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53245;045;Haltung von Luftfahrzeugen;nein;156;5122;04;Katastrophenschutz
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53246;045;Ausgaben für Wartung und Instandsetzung;nein;156;4996;04;Katastrophenschutz
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53247;045;Prüfung und Erprobung von Maßnahmen und Geräten zum CBRN-Schutz und für den medizinischen Katatstrophenschutz;nein;156;180;04;Katastrophenschutz
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53248;045;Ausgaben für ergänzende Zivilschutzausbildung;nein;157;5926;04;Katastrophenschutz
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;54741;045;Nicht aufteilbare sächliche Verwaltungsausgaben;nein;157;835;04;Katastrophenschutz
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;63241;045;Maßnahmen zum Schutz von Kulturgut;nein;157;2186;04;Katastrophenschutz
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;42201;045;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;157;6615;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;42709;045;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;158;328;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;42801;045;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;158;10054;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;45301;045;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;158;67;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;51101;045;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;158;1842;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;51401;045;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;158;105;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;51701;045;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;158;2966;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;51801;045;Mieten und Pachten;ja;158;1733;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;52501;045;Aus- und Fortbildung;ja;158;2176;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;52701;045;Dienstreisen;ja;159;265;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53201;045;Aufträge und Dienstleistungen im Bereich Informationstechnik;ja;159;1205;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;53909;045;Vermischte Verwaltungsausgaben;ja;159;163;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;54401;045;Forschung, Untersuchungen und Ähnliches;ja;159;2410;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;68409;045;Mitgliedsbeiträge und sonstige Zuschüsse an Verbände, Vereine und ähnliche Institutionen geringeren Umfangs;ja;159;1;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;71101;045;Kleine Neu-﻿, Um- und Erweiterungsbauten;ja;159;0;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;71201;045;Baumaßnahmen von mehr als 2 000 000 € im Einzelfall;ja;160;0;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;81101;045;Erwerb von Fahrzeugen;ja;160;42;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;81201;045;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;160;776;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;81202;045;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;ja;160;590;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;88301;045;Wasserwirtschaftliche Vorsorgemaßnahmen;ja;160;1800;;
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;81181;045;Erwerb von Fahrzeugen;ja;161;33612;08;Investiver Katastrophenschutz
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;81182;045;Erwerb von Luftfahrzeugen;ja;161;0;08;Investiver Katastrophenschutz
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;81281;045;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);ja;161;11408;08;Investiver Katastrophenschutz
06;Bundesministerium des Innern;A;;0628;Bundesamt für Bevölkerungsschutz und Katastrophenhilfe;81283;045;Erwerb von Sanitätsmitteln und Sanitätsmaterial;ja;161;99;08;Investiver Katastrophenschutz
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0629;Bundesanstalt Technisches Hilfswerk;11999;045;Vermischte Einnahmen; ;163;77;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0629;Bundesanstalt Technisches Hilfswerk;12401;045;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;163;16;;
06;Bundesministerium des Innern;E;Verwaltungseinnahmen;0629;Bundesanstalt Technisches Hilfswerk;13201;045;Erlöse aus der Veräußerung von beweglichen Sachen; ;163;256;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0629;Bundesanstalt Technisches Hilfswerk;27201;045;Einnahmen aus Zuschüssen der Europäischen Union zur Durchführung von Hilfsmaßnahmen; ;164;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0629;Bundesanstalt Technisches Hilfswerk;38101;890;Leistungen von Bundesbehörden zur Durchführung von Aufträgen; ;164;0;;
06;Bundesministerium des Innern;E;Übrige Einnahmen;0629;Bundesanstalt Technisches Hilfswerk;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;164;0;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;51802;045;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;165;57464;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;53204;045;Einsätze bei Katastrophen, Unglücksfällen größeren Ausmaßes und öffentlichen Notständen;nein;165;10400;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;53205;045;Ausgaben der Ortsverbände;nein;166;34827;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;53206;045;Durchführung von Aufträgen für Bundesbehörden und Dritte;nein;167;0;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;53207;045;Hilfsmaßnahmen im Rahmen von EU-Abkommen und anderen Verträgen sowie Erkundungsmaßnahmen und Schnelleinsätze weltweit;nein;167;200;;
06;Bundesministerium des Innern;A;Sächliche Verwaltungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;53208;045;Projektförderung EU-Modul 17;nein;167;2000;;
06;Bundesministerium des Innern;A;Zuweisungen und Zuschüsse (ohne Investitionen);0629;Bundesanstalt Technisches Hilfswerk;68401;045;Zuschuss an die Vereinigung der Helfer und Förderer des Technischen Hilfswerks e. V. und an die THW-Jugend e. V.;nein;167;1330;;
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;98101;890;Leistungen an Bundesbehörden zur Durchführung von Aufträgen;nein;168;0;;
06;Bundesministerium des Innern;A;Besondere Finanzierungsausgaben;0629;Bundesanstalt Technisches Hilfswerk;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;168;0;;
06;Bundesministerium des Innern;A;;0629;Bundesanstalt Technisches Hilfswerk;41201;045;Aufwendungen für ehrenamtliche Mitarbeiterinnen und Mitarbeiter;ja;168;2399;;
06;Bundesministerium des Innern;A;;0629;Bundesanstalt Technisches Hilfswerk;42201;045;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;168;7355;;
06;Bundesministerium des Innern;A;;0629;Bundesanstalt Technisches Hilfswerk;42709;045;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;169;1358;;
06;Bundesministerium des Innern;A;;0629;Bundesanstalt Technisches Hilfswerk;42801;045;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;169;49560;;
